0,1,2
0.7857879803972143,0.7868197059582152,0.0019124355934644868
0.7994067578024247,0.7997807583182873,0.0034041569518277843
0.800502966210988,0.8004900696414754,0.002925958502474231
0.8092468403404695,0.809259736909982,0.003012777758861966
0.8099561516636575,0.808679391281919,0.0031834940862687424
0.8079829765282435,0.8074542171782306,0.004230861103212392
0.8095821511477947,0.8090018055197318,0.003464595651679162
0.8124451895795719,0.8121614650502966,0.0018744887619468336
0.8126128449832345,0.8113231880319836,0.0021273476810918447
0.8129223626515347,0.8115811194222337,0.002951145421327307
0.8135800876966727,0.8127418106783595,0.0022943573477762907
0.8136058808356978,0.812677327830797,0.0022628243101951153
0.8142507093113232,0.813386639153985,0.0026831684020383983
0.8135929842661852,0.8131931906112974,0.0027209622345912873
0.8142893990198606,0.8142893990198607,0.002577056014578738
0.8142378127418107,0.8142249161722982,0.0030615163078992827
0.8145344338405984,0.8140959504771731,0.002642192055639899
0.8138767087954605,0.8127418106783595,0.0026688733168342056
0.8122775341759091,0.811387670879546,0.002440281781241311
0.8128965695125098,0.8130642249161724,0.0035228178254532476
