0,1,2
0.8411570413372035,0.8410569512561306,0.0023146575148933713
0.8415974376939246,0.8407566810129117,0.0021977466300911507
0.8429786808127314,0.8431087979181263,0.00255251293879851
0.845360824742268,0.844109698728856,0.0022621244058078855
0.8455910319287359,0.8450105094585126,0.002067920178623751
0.8455009508557702,0.8450105094585126,0.0026459395537716066
0.8471324191772596,0.8463617255529977,0.0017291557307804396
0.8476128515664098,0.8474126714042638,0.0013168599057542878
0.8481433289960965,0.8475127614853368,0.0016892999764440682
0.8484135722149935,0.8473125813231909,0.001796888767091275
0.8482834551095987,0.8472625362826544,0.0022413474697415793
0.8485336803122809,0.8473125813231909,0.001976012439876401
0.8489840856771094,0.8478630767690922,0.0018742786375762583
0.8479531578420577,0.8472625362826544,0.0018750267886318089
0.8476829146231608,0.8474126714042638,0.0008293597231855057
0.8484736262636371,0.8477629866880192,0.0019357535535525331
0.8481133019717746,0.8473626263637274,0.0023453991470877063
0.8475728155339806,0.8477629866880192,0.0024292009078846683
0.8467320588529675,0.8472625362826544,0.001984864793304176
0.8479031128015213,0.848263437093384,0.002500129216651914
