0,1,2
0.8199909747292418,0.8167870036101084,0.007943263799887395
0.8199007220216608,0.8199458483754513,0.007152776191723693
0.8265794223826715,0.8244584837545126,0.004642973327397851
0.8329422382671481,0.8337093862815884,0.004067884869941113
0.8345216606498196,0.8341606498194946,0.0042658131040059395
0.8332581227436824,0.8330324909747292,0.0023963750987999496
0.8331227436823105,0.8330324909747292,0.0038200464684238615
0.8363718411552348,0.8366425992779783,0.0031048767891280627
0.8360559566787005,0.8357400722021661,0.002664366321141759
0.8375,0.8373194945848376,0.0032333906349589995
0.8375,0.8368682310469314,0.0028732414042836746
0.8371389891696751,0.8352888086642599,0.004049823131080228
0.8371389891696751,0.8375451263537906,0.00356869294580639
0.8362364620938628,0.8364169675090253,0.002801470793351719
0.8357851985559567,0.8357400722021661,0.001796006204163561
0.8364169675090253,0.8366425992779783,0.0021069706732723416
0.8348375451263539,0.8339350180505415,0.0029210383271989727
0.8341606498194947,0.8330324909747292,0.0023707446816901958
0.8309115523465704,0.8323555956678701,0.007351026243428628
0.8306859205776174,0.8271660649819494,0.007433667971831764
