0,1,2
0.833210918114144,0.8307692307692307,0.003542520615137988
0.8340446650124068,0.8318610421836228,0.003402020404766696
0.8391464019851117,0.8372208436724566,0.0039501228146771586
0.8398808933002482,0.8384119106699752,0.0031408707477473276
0.8420645161290323,0.8405955334987594,0.0030953741188327172
0.8414292803970224,0.8409925558312655,0.00423280551769123
0.8443870967741935,0.8444665012406948,0.0033189974693223433
0.8448039702233251,0.843970223325062,0.0026946382749845435
0.8448238213399504,0.8454590570719602,0.0027510811622712262
0.8441687344913152,0.8446650124069479,0.0026714322589820624
0.8436724565756822,0.8433746898263027,0.00291615538317879
0.8447444168734493,0.8446650124069479,0.002998373006920905
0.8449627791563274,0.8452605459057072,0.0033688462031716505
0.8442481389578165,0.8442679900744416,0.002948676069896112
0.8435136476426799,0.843771712158809,0.002722282283102702
0.8433945409429281,0.843771712158809,0.0032017580403117646
0.8439503722084367,0.8435732009925558,0.002685702753395601
0.8440694789081886,0.8444665012406948,0.0031065570488634274
0.8421439205955334,0.8433746898263027,0.0034575152050941587
0.836605459057072,0.8402977667493796,0.006309220783430834
